,,Short (for now) F.A.Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"   ~ So Why isnt (Insert Confidant) here today?

- That can be for a few reasons but Confidants seem to run off and do their own 
thing after a Rank Up or after hanging out. Somtimes weather or story events will
restrict Confidant availability.",,,,,,,,,,,,,,,,,,,,,,,,,"   ~ Why am I getting different Aojiru Drinks / Crossword Puzzles than
what the guide is saying I should have on this day?

- The Reason for that is that the Drinks and Puzzles only change each time (weekly for
drinks,) if you used them the last time they were available. Missing a Drink or a puzzle
will mean that same Drink or Puzzle will still be there next time you you go to solve a 
puzzle or have an awful drink.",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Calendar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"   From here, the Calendar here will be a ""Birds Eye View"" and will show the Weather for a specific day, days lost to Cutscenes or Exams,or 
days with Deadlines. How ever it won't reveal which confidants are available that day or if you could read a book on the train. I hope this will 
be spoiler free or at the very least, spoiler light. Every single date has a hyperlink to that day with all of the options available to you.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,April,,,,,,,,,,,,,,,May,,,,,,,,,,,,,,,June,,,,,,,,,,,,,,,
,,,,,Sun,,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,,Sun,,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,,Sun,,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,,
,,,,,,,,,,,,,,,4/1,,4/2,,,5/1,,5/2,,5/3,,5/4,,5/5,,5/6,,5/7,,,,,,,,,6/1,,6/2,,6/3,,6/4,,,
,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,P,P,P,C,C,C,R,C,,
,,,,,4/3,,4/4,,4/5,,4/6,,4/7,,4/8,,4/9,,,5/8,,5/9,,5/10,,5/11,,5/12,,5/13,,5/14,,,6/5,,6/6,,6/7,,6/8,,6/9,,6/10,,6/11,,,
,,,,,,,,,,,,,,,,,,,,C,C,P,C,C,C,R,-,C,-,R,-,C,C,,C,C,R,C,R,C,C,C,C,C,C,C,C,C,,
,,,,,4/10,,4/11,,4/12,,4/13,,4/14,,4/15,,4/16,,,5/15,,5/16,,5/17,,5/18,,5/19,,5/20,,5/21,,,6/12,,6/13,,6/14,,6/15,,6/16,,6/17,,6/18,,,
,,,,,,,,,,,,,,,,,,,,R,C,C,C,C,C,C,C,R,R,P,P,C,C,,C,C,C,R,C,R,R,R,R,R,R,R,C,C,,
,,,,,4/17,,4/18,,4/19,,4/20,,4/21,,4/22,,4/23,,,5/22,,5/23,,5/24,,5/25,,5/26,,5/27,,5/28,,,6/19,,6/20,,6/21,,6/22,,6/23,,6/24,,6/25,,,
,,,,,,,C,C,C,C,R,R,R,C,C,C,C,C,,C,C,P,P,C,C,C,C,P,P,C,C,C,C,,C,C,C,C,C,R,C,C,R,C,C,R,C,C,,
,,,,,4/24,,4/25,,4/26,,4/27,,4/28,,4/29,,4/30,,,5/29,,5/30,,5/31,,,,,,,,,,,6/26,,6/27,,6/28,,6/29,,6/30,,,,,,,
,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,R,C,P,P,,,,,,,,,,C,C,R,R,C,C,C,C,R,C,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,July,,,,,,,,,,,,,,,August,,,,,,,,,,,,,,,September,,,,,,,,,,,,,,,
,,,,,Sun,,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,,Sun,,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,,Sun,,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,,
,,,,,,,,,,,,,,,7/1,,7/2,,,,,8/1,,8/2,,8/3,,8/4,,8/5,,8/6,,,,,,,,,,,9/1,,9/2,,9/3,,,
,,,,,,,,,,,,,,,C,C,C,C,,,,TR,C,H,C,TR,TR,H,H,C,C,C,H,,,,,,,,,,C,C,C,C,C,C,,
,,,,,7/3,,7/4,,7/5,,7/6,,7/7,,7/8,,7/9,,,8/7,,8/8,,8/9,,8/10,,8/11,,8/12,,8/13,,,9/4,,9/5,,9/6,,9/7,,9/8,,9/9,,9/10,,,
,,,,,C,C,R,C,C,C,R,R,C,C,C,C,C,C,,H,H,C,TR,H,H,C,TR,TR,C,H,H,C,R,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,
,,,,,7/10,,7/11,,7/12,,7/13,,7/14,,7/15,,7/16,,,8/14,,8/15,,8/16,,8/17,,8/18,,8/19,,8/20,,,9/11,,9/12,,9/13,,9/14,,9/15,,9/16,,9/17,,,
,,,,,C,C,C,C,C,C,C,-,C,-,C,-,C,R,,C,C,TR,TR,TR,H,C,TR,TR,C,C,R,C,C,,C,C,C,C,C,C,C,R,C,C,C,C,C,C,,
,,,,,7/17,,7/18,,7/19,,7/20,,7/21,,7/22,,7/23,,,8/21,,8/22,,8/23,,8/24,,8/25,,8/26,,8/27,,,9/18,,9/19,,9/20,,9/21,,9/22,,9/23,,9/24,,,
,,,,,H,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,H,H,H,H,H,H,H,H,H,TR,H,TR,,C,C,C,C,C,C,C,C,C,C,R,C,C,C,,
,,,,,7/24,,7/25,,7/26,,7/27,,7/28,,7/29,,7/30,,,8/28,,8/29,,8/30,,8/31,,,,,,,,,9/25,,9/26,,9/27,,9/28,,9/29,,9/30,,,,,
,,,,,C,C,C,C,H,C,TR,TR,C,C,C,TR,H,H,,H,C,C,C,H,H,C,C,,,,,,,,C,C,C,R,C,C,C,C,C,C,C,C,,,,
,,,,,7/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,October,,,,,,,,,,,,,,,November,,,,,,,,,,,,,,,December,,,,,,,,,,,,,,,
,,,,,Sun,,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,,Sun,,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,,Sun,,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,,
,,,,,,,,,,,,,,,,,10/1,,,,,,,11/1,,11/2,,11/3,,11/4,,11/5,,,,,,,,,,,12/1,,12/2,,12/3,,,
,,,,,,,,,,,,,,,,,C,C,,,,,,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,C,C,C,C,S,R,,
,,,,,10/2,,10/3,,10/4,,10/5,,10/6,,10/7,,10/8,,,11/6,,11/7,,11/8,,11/9,,11/10,,11/11,,11/12,,,12/4,,12/5,,12/6,,12/7,,12/8,,12/9,,12/10,,,
,,,,,C,C,C,C,C,C,C,R,C,C,C,C,C,C,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,C,C,C,C,C,C,F,F,F,F,C,R,,
,,,,,10/9,,10/10,,10/11,,10/12,,10/13,,10/14,,10/15,,,11/13,,11/14,,11/15,,11/16,,11/17,,11/18,,11/19,,,12/11,,12/12,,12/13,,12/14,,12/15,,12/16,,12/17,,,
,,,,,C,C,C,C,C,C,C,C,C,C,R,C,C,C,,F,F,F,F,F,F,R,C,C,C,C,C,C,C,,C,C,C,C,R,C,C,C,S,C,C,S,C,C,,
,,,,,10/16,,10/17,,10/18,,10/19,,10/20,,10/21,,10/22,,,11/20,,11/21,,11/22,,11/23,,11/24,,11/25,,11/26,,,12/18,,12/19,,12/20,,12/21,,12/22,,12/23,,12/24,,,
,,,,,C,C,R,-,C,-,C,-,C,C,C,C,C,C,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,C,C,C,-,C,-,C,C,C,C,C,S,,
,,,,,10/23,,10/24,,10/25,,10/26,,10/27,,10/28,,10/29,,,11/27,,11/28,,11/29,,11/30,,,,,,,,,12/25,,12/26,,12/27,,12/28,,12/29,,12/30,,12/31,,,
,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,C,C,C,C,C,C,C,C,,,,,,,,S,C,C,C,C,C,C,C,C,C,C,C,C,C,,
,,,,,10/30,,10/31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,C,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,January,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Sun,,Mon,,Tue,,Wed,,Thu,,Fri,,Sat,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1/1,,1/2,,1/3,,1/4,,1/5,,1/6,,1/7,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,C,C,C,C,C,C,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1/8,,1/9,,1/10,,1/11,,1/12,,1/13,,1/14,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,C,S,C,C,C,C,C,S,C,C,C,C,C,C,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1/15,,1/16,,1/17,,1/18,,1/19,,1/20,,1/21,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,C,C,C,S,R,R,C,C,C,C,R,S,C,C,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1/22,,1/23,,1/24,,1/25,,1/26,,1/27,,1/28,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,C,C,C,C,C,C,C,C,CW,CW,CW,C,C,C,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,1/29,,1/30,,1/31,,2/1,,2/2,,2/3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,S,S,S,S,C,C,C,S,S,S,C,C,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Helpful Links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"   If you need some more info about Persona 5, during your current playthrough or before your NG+ run. Below will be a few links to 
guides on external websites, that I used during my playthrough, and in the making of this guide. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Confidant Guides,,,,,,,,,,,,,,,Persona Fusion,,,,,,,,,,,,,,,Knowledge Gains,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,"Confidant Guide 
By Adam Beck, on Hardcore Gamer",,,,,,,,,,,,,,,"Persona Fusion Calculator
By Chinhodado, on GitHub",,,,,,,,,,,,,,,"School Test and Quiz Answers
on IGN Wiki",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Link here,,,,,,,,,,,,,,,Link here,,,,,,,,,,,,,,,Link here,,,,,,,,,,,,,,,
,,,,,"Confidant Gift Guide 
by Joanthan Leack, on Gamerevolution",,,,,,,,,,,,,,,"Persona Itemization List
By Siam09, on Google Sheets",,,,,,,,,,,,,,,"TV Quiz Show Answers and Dates
By Ashar Ahmad, on Segment Next ",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Link here,,,,,,,,,,,,,,,Link here,,,,,,,,,,,,,,,Link here,,,,,,,,,,,,,,,
,,,,,"Confidant + School/Crossword Answers
By Underbuffed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Crossword Answers and Dates
By Tom Hopkins, on Twinfinite",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Link here,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Link here,,,,,,,,,,,,,,,
